age,job,marital,education,default,balance,housing,contact,duration,campaign,pdays,previous,poutcome,signed up
38,management,single,tertiary,no,0,no,cellular,164,1,-1,0,unknown,0
37,blue-collar,married,secondary,no,693,no,cellular,59,2,-1,0,unknown,0
35,technician,divorced,secondary,yes,362,no,cellular,329,2,240,8,other,0
34,services,married,unknown,no,746,no,unknown,32,1,-1,0,unknown,0
51,services,married,secondary,no,-437,no,cellular,130,3,-1,0,unknown,0
79,retired,married,primary,no,429,no,telephone,1006,2,-1,0,unknown,1
37,self-employed,married,secondary,no,1523,no,cellular,316,2,-1,0,unknown,0
44,services,single,secondary,no,762,no,cellular,778,1,-1,0,unknown,0
30,management,single,tertiary,no,5359,no,cellular,145,1,84,2,success,1
30,admin.,married,secondary,no,0,no,cellular,318,1,-1,0,unknown,1
57,services,divorced,primary,no,1920,no,unknown,77,2,-1,0,unknown,0
69,technician,married,tertiary,no,482,no,cellular,478,1,267,1,failure,1
37,technician,married,secondary,yes,-3,no,cellular,122,4,-1,0,unknown,0
75,self-employed,married,unknown,no,4984,no,telephone,509,1,-1,0,unknown,1
29,management,married,tertiary,no,5698,no,cellular,198,1,-1,0,unknown,0
52,technician,married,secondary,no,279,no,cellular,72,1,203,3,failure,0
58,self-employed,married,tertiary,no,-81,no,unknown,54,22,-1,0,unknown,0
27,blue-collar,single,secondary,no,551,no,cellular,565,2,-1,0,unknown,0
36,services,married,primary,no,179,no,unknown,411,1,-1,0,unknown,0
31,admin.,married,secondary,no,89,no,unknown,297,3,-1,0,unknown,0
30,technician,single,secondary,no,0,no,cellular,624,2,-1,0,unknown,0
42,technician,single,unknown,no,2193,no,cellular,305,2,-1,0,unknown,0
42,management,single,secondary,no,50,no,unknown,48,1,-1,0,unknown,0
32,blue-collar,single,secondary,no,0,no,cellular,271,6,-1,0,unknown,0
41,technician,married,secondary,no,335,no,cellular,169,3,-1,0,unknown,0
50,blue-collar,married,secondary,no,2013,no,cellular,226,1,-1,0,unknown,0
51,housemaid,married,primary,no,13292,no,unknown,1238,2,-1,0,unknown,0
33,technician,married,secondary,no,74,no,cellular,94,2,-1,0,unknown,0
37,admin.,single,tertiary,no,869,no,cellular,60,8,-1,0,unknown,0
28,services,single,secondary,no,198,no,cellular,128,2,-1,0,unknown,1
49,admin.,married,secondary,no,652,no,unknown,127,2,-1,0,unknown,0
45,services,married,secondary,no,222,no,cellular,119,11,-1,0,unknown,0
31,technician,married,secondary,no,84,no,cellular,264,2,-1,0,unknown,0
52,blue-collar,married,secondary,no,60,no,cellular,196,2,-1,0,unknown,0
31,management,married,tertiary,no,3154,no,cellular,326,2,-1,0,unknown,0
56,retired,married,secondary,no,0,no,cellular,71,3,-1,0,unknown,0
25,blue-collar,married,secondary,no,895,no,cellular,317,3,-1,0,unknown,0
35,blue-collar,single,secondary,no,507,no,unknown,43,6,-1,0,unknown,0
54,management,divorced,tertiary,no,92,no,telephone,86,4,-1,0,unknown,0
48,management,married,tertiary,no,0,no,cellular,204,4,182,1,success,1
36,self-employed,married,tertiary,no,19,no,unknown,189,2,-1,0,unknown,0
56,management,married,unknown,no,4623,no,cellular,348,1,-1,0,unknown,1
42,admin.,single,secondary,no,2534,no,cellular,105,2,-1,0,unknown,0
55,retired,married,primary,no,0,no,unknown,272,1,-1,0,unknown,0
37,management,married,secondary,no,2442,no,cellular,97,1,-1,0,unknown,0
46,entrepreneur,married,primary,no,829,no,telephone,81,7,-1,0,unknown,0
30,student,single,secondary,no,48,no,cellular,161,1,173,1,failure,1
36,management,single,tertiary,no,391,no,unknown,443,1,-1,0,unknown,0
26,management,single,tertiary,no,8303,no,cellular,143,2,-1,0,unknown,0
38,management,single,tertiary,no,889,no,unknown,197,4,-1,0,unknown,0
29,blue-collar,married,secondary,no,659,no,telephone,401,1,-1,0,unknown,0
25,student,single,tertiary,no,5,no,cellular,138,1,-1,0,unknown,0
50,unknown,single,unknown,no,490,no,unknown,189,1,-1,0,unknown,0
39,retired,single,primary,no,-79,no,unknown,180,1,-1,0,unknown,0
52,housemaid,married,primary,no,420,no,cellular,139,4,-1,0,unknown,0
33,management,single,tertiary,no,5943,no,cellular,81,8,-1,0,unknown,0
32,technician,divorced,tertiary,no,2558,no,unknown,148,2,-1,0,unknown,0
58,blue-collar,divorced,secondary,no,-11,no,unknown,112,1,-1,0,unknown,0
49,unemployed,married,primary,no,518,no,cellular,1917,2,-1,0,unknown,1
48,technician,married,secondary,no,0,no,cellular,240,3,-1,0,unknown,0
55,retired,married,secondary,no,3948,no,cellular,149,1,170,2,failure,0
47,unknown,married,unknown,no,8,no,telephone,164,1,-1,0,unknown,0
32,technician,single,secondary,no,303,no,cellular,390,3,-1,0,unknown,0
27,blue-collar,single,secondary,no,28,no,telephone,68,3,-1,0,unknown,0
41,blue-collar,single,secondary,yes,-386,no,cellular,477,1,-1,0,unknown,1
36,blue-collar,married,unknown,no,6,no,unknown,41,7,-1,0,unknown,0
48,management,married,tertiary,no,732,no,cellular,255,1,-1,0,unknown,0
54,admin.,married,unknown,no,140,no,telephone,473,2,182,2,failure,1
21,student,single,secondary,no,2488,no,cellular,180,1,-1,0,unknown,1
33,management,single,tertiary,no,1962,no,cellular,363,1,181,1,failure,1
59,admin.,married,unknown,no,283,no,unknown,300,1,-1,0,unknown,0
50,technician,divorced,secondary,no,0,no,cellular,113,2,-1,0,unknown,0
35,technician,single,secondary,no,176,no,cellular,77,2,-1,0,unknown,0
57,management,married,tertiary,no,0,no,cellular,209,2,197,2,other,0
43,technician,single,tertiary,no,1154,no,cellular,603,11,-1,0,unknown,0
32,self-employed,single,tertiary,no,1815,no,telephone,235,1,102,2,failure,1
32,technician,single,tertiary,no,930,no,cellular,85,7,-1,0,unknown,0
25,services,single,secondary,no,505,no,cellular,284,1,-1,0,unknown,1
49,self-employed,divorced,tertiary,no,3293,no,cellular,111,3,585,6,other,0
56,technician,married,secondary,no,778,no,cellular,315,2,208,1,failure,0
30,student,single,secondary,no,61,no,cellular,133,5,8,2,other,0
60,technician,married,secondary,no,316,no,cellular,545,2,263,4,failure,1
51,unemployed,married,primary,no,0,no,cellular,132,2,-1,0,unknown,0
66,management,single,tertiary,no,6483,no,cellular,275,1,-1,0,unknown,0
31,management,single,tertiary,no,573,no,cellular,138,2,-1,0,unknown,0
60,retired,married,secondary,no,938,no,cellular,380,3,-1,0,unknown,1
37,management,single,secondary,no,235,no,unknown,27,2,-1,0,unknown,0
39,technician,single,secondary,no,316,no,cellular,100,1,-1,0,unknown,0
38,blue-collar,single,primary,no,1691,no,unknown,265,3,-1,0,unknown,0
29,unemployed,single,tertiary,no,7,no,cellular,51,1,179,1,failure,0
32,unemployed,married,unknown,no,881,no,cellular,79,5,-1,0,unknown,0
32,technician,single,tertiary,no,600,no,cellular,272,1,-1,0,unknown,0
32,technician,single,secondary,no,483,no,cellular,580,3,-1,0,unknown,1
36,management,single,tertiary,no,1520,no,cellular,101,2,-1,0,unknown,0
49,blue-collar,married,secondary,no,395,no,cellular,188,3,-1,0,unknown,0
37,admin.,single,secondary,no,728,no,cellular,129,1,174,2,other,1
26,management,married,tertiary,no,52,no,telephone,238,1,-1,0,unknown,0
46,blue-collar,married,secondary,no,1603,no,cellular,279,1,-1,0,unknown,0
58,technician,married,secondary,no,1,no,cellular,333,1,64,2,failure,0
53,technician,divorced,secondary,no,453,no,cellular,148,2,-1,0,unknown,0
56,technician,married,tertiary,yes,-736,no,cellular,258,8,-1,0,unknown,0
49,housemaid,divorced,secondary,no,267,no,telephone,23,5,-1,0,unknown,0
80,retired,married,primary,no,997,no,cellular,151,1,91,3,success,1
33,blue-collar,divorced,secondary,no,86,no,cellular,183,3,186,1,failure,0
59,retired,married,secondary,no,2768,no,cellular,94,5,-1,0,unknown,0
29,student,single,secondary,no,314,no,cellular,465,1,-1,0,unknown,1
33,management,married,tertiary,no,1778,no,cellular,388,1,-1,0,unknown,1
27,management,single,tertiary,no,8,no,telephone,176,2,-1,0,unknown,0
38,blue-collar,married,primary,no,246,no,unknown,91,2,-1,0,unknown,0
35,unemployed,single,primary,no,483,no,cellular,115,1,-1,0,unknown,0
35,management,married,tertiary,no,2472,no,cellular,586,2,-1,0,unknown,0
47,retired,divorced,primary,no,2576,no,unknown,188,4,-1,0,unknown,0
64,retired,married,secondary,no,588,no,cellular,366,1,91,2,failure,1
35,services,single,secondary,no,0,no,cellular,339,1,-1,0,unknown,0
42,management,married,tertiary,no,99,no,cellular,92,4,-1,0,unknown,0
37,unknown,single,tertiary,no,0,no,cellular,426,1,-1,0,unknown,1
31,management,single,tertiary,no,924,no,cellular,172,1,-1,0,unknown,1
30,blue-collar,married,primary,no,243,no,cellular,133,2,213,2,failure,0
59,management,married,secondary,no,771,no,telephone,125,2,370,3,failure,0
51,blue-collar,married,primary,no,5050,no,unknown,75,7,-1,0,unknown,0
35,admin.,married,tertiary,no,286,no,cellular,949,2,-1,0,unknown,1
33,technician,married,tertiary,no,29,no,cellular,94,1,-1,0,unknown,0
55,blue-collar,married,primary,no,137,no,telephone,377,1,-1,0,unknown,0
46,services,married,secondary,no,1400,no,unknown,25,2,-1,0,unknown,0
31,student,single,tertiary,no,0,no,cellular,47,2,-1,0,unknown,0
40,student,married,secondary,no,260,no,cellular,52,1,152,6,failure,0
64,retired,married,primary,no,2140,no,cellular,181,2,-1,0,unknown,0
38,unknown,single,tertiary,no,0,no,cellular,260,3,95,3,success,1
36,self-employed,married,tertiary,no,11387,no,cellular,134,1,-1,0,unknown,0
35,management,divorced,tertiary,no,2885,no,cellular,199,3,43,8,other,1
45,self-employed,married,unknown,no,-257,no,unknown,448,2,-1,0,unknown,0
72,management,married,secondary,no,6199,no,cellular,531,1,-1,0,unknown,0
36,entrepreneur,married,primary,no,3352,no,cellular,503,1,-1,0,unknown,0
28,management,single,secondary,no,1633,no,cellular,275,1,-1,0,unknown,1
46,blue-collar,married,primary,no,575,no,cellular,129,3,-1,0,unknown,0
50,technician,married,primary,no,139,no,unknown,114,2,-1,0,unknown,0
42,management,married,tertiary,no,36,no,cellular,664,3,-1,0,unknown,1
42,unemployed,married,secondary,no,1289,no,cellular,250,4,415,2,failure,1
59,retired,married,unknown,yes,-114,no,cellular,611,2,-1,0,unknown,0
31,technician,married,tertiary,no,120,no,cellular,1000,1,-1,0,unknown,1
48,services,married,secondary,no,300,no,cellular,350,4,-1,0,unknown,0
36,management,divorced,tertiary,no,649,no,cellular,237,2,91,1,failure,0
40,self-employed,single,tertiary,no,2893,no,cellular,76,3,-1,0,unknown,0
66,technician,married,secondary,no,0,no,cellular,751,1,-1,0,unknown,1
43,technician,married,tertiary,no,610,no,cellular,454,1,-1,0,unknown,0
45,entrepreneur,divorced,secondary,no,44,no,cellular,250,2,2,1,other,0
32,management,single,tertiary,no,2069,no,cellular,545,1,-1,0,unknown,1
54,management,divorced,tertiary,no,-125,no,cellular,107,2,-1,0,unknown,0
31,blue-collar,married,secondary,no,136,no,cellular,228,2,267,1,failure,1
56,management,divorced,tertiary,no,2189,no,cellular,180,1,-1,0,unknown,0
42,management,divorced,unknown,no,7702,no,cellular,138,2,-1,0,unknown,1
43,unemployed,single,tertiary,no,408,no,cellular,568,8,-1,0,unknown,0
43,management,married,secondary,yes,16,no,cellular,154,2,-1,0,unknown,0
40,management,married,tertiary,no,2243,no,cellular,178,4,-1,0,unknown,0
22,self-employed,single,tertiary,no,780,no,cellular,272,3,-1,0,unknown,1
56,unemployed,married,secondary,no,-246,no,cellular,461,2,204,2,failure,0
45,technician,married,tertiary,no,5110,no,cellular,341,2,-1,0,unknown,1
72,unknown,married,unknown,no,1165,no,cellular,400,3,-1,0,unknown,0
41,management,married,tertiary,no,1409,no,cellular,138,1,-1,0,unknown,0
24,technician,single,secondary,no,3843,no,cellular,561,2,-1,0,unknown,0
33,technician,married,secondary,no,5083,no,cellular,161,1,96,2,other,0
45,blue-collar,divorced,primary,no,-207,no,cellular,878,2,-1,0,unknown,1
31,technician,single,tertiary,no,1320,no,cellular,377,1,-1,0,unknown,0
36,admin.,single,secondary,no,8,no,cellular,115,2,-1,0,unknown,0
39,unemployed,single,secondary,no,2208,no,telephone,23,2,-1,0,unknown,0
45,retired,single,secondary,yes,86,no,cellular,64,5,-1,0,unknown,0
49,management,married,tertiary,no,391,no,unknown,128,1,-1,0,unknown,0
49,retired,married,primary,no,-37,no,unknown,191,2,-1,0,unknown,0
26,blue-collar,single,tertiary,no,1527,no,cellular,167,1,-1,0,unknown,0
58,housemaid,married,secondary,no,2705,no,telephone,137,1,-1,0,unknown,0
32,management,married,tertiary,no,0,no,cellular,198,6,-1,0,unknown,0
40,management,single,tertiary,no,0,no,cellular,657,1,-1,0,unknown,0
57,retired,married,secondary,no,191,no,cellular,127,4,-1,0,unknown,0
51,management,married,tertiary,no,371,no,telephone,52,1,-1,0,unknown,0
42,management,married,tertiary,no,2110,no,cellular,106,2,-1,0,unknown,0
55,blue-collar,married,secondary,no,16873,no,cellular,78,2,-1,0,unknown,0
42,unemployed,married,primary,no,11,no,cellular,111,3,-1,0,unknown,0
49,technician,married,secondary,no,3033,no,unknown,125,5,-1,0,unknown,0
36,management,married,tertiary,no,495,no,cellular,187,1,94,9,success,1
32,technician,single,tertiary,no,2481,no,cellular,547,11,-1,0,unknown,0
31,unknown,divorced,tertiary,no,137,no,cellular,385,9,-1,0,unknown,0
80,retired,married,primary,no,1468,no,cellular,330,3,-1,0,unknown,1
58,retired,married,secondary,no,3648,no,cellular,60,4,-1,0,unknown,0
45,entrepreneur,divorced,secondary,no,1187,no,cellular,157,1,-1,0,unknown,0
60,technician,single,secondary,no,0,no,telephone,86,2,-1,0,unknown,0
28,technician,single,tertiary,no,4987,no,cellular,253,21,-1,0,unknown,1
36,entrepreneur,married,tertiary,no,2700,no,cellular,99,3,-1,0,unknown,0
27,student,single,secondary,no,274,no,cellular,283,1,-1,0,unknown,0
59,management,married,unknown,no,147,no,cellular,119,3,-1,0,unknown,0
64,housemaid,married,primary,no,67,no,telephone,86,2,111,1,failure,0
26,technician,married,secondary,no,370,no,cellular,1061,4,-1,0,unknown,1
65,retired,married,tertiary,no,2416,no,cellular,221,2,-1,0,unknown,1
33,management,married,tertiary,no,4636,no,cellular,129,6,-1,0,unknown,0
30,management,single,tertiary,no,6825,no,cellular,217,2,-1,0,unknown,0
34,management,married,tertiary,no,926,no,cellular,655,2,-1,0,unknown,0
43,technician,divorced,secondary,no,1612,no,cellular,119,2,95,3,success,0
36,admin.,single,tertiary,no,3819,no,unknown,398,2,-1,0,unknown,0
35,management,married,tertiary,no,5367,no,cellular,69,1,-1,0,unknown,0
59,management,divorced,tertiary,no,262,no,unknown,178,1,-1,0,unknown,0
48,blue-collar,married,primary,no,343,no,unknown,136,1,-1,0,unknown,0
75,retired,married,primary,no,962,no,cellular,344,1,-1,0,unknown,0
56,technician,married,tertiary,no,787,no,cellular,92,1,-1,0,unknown,0
41,technician,single,secondary,no,28,no,unknown,51,1,-1,0,unknown,0
57,technician,married,secondary,no,2625,no,cellular,465,2,-1,0,unknown,0
30,services,married,tertiary,no,81,no,cellular,145,1,-1,0,unknown,1
46,housemaid,divorced,primary,no,148,no,unknown,166,1,-1,0,unknown,0
59,unemployed,divorced,secondary,no,44134,no,cellular,117,1,-1,0,unknown,0
35,technician,married,secondary,no,0,no,cellular,309,2,-1,0,unknown,0
33,admin.,single,secondary,no,-110,no,cellular,425,3,-1,0,unknown,0
48,management,married,tertiary,no,567,no,cellular,20,34,-1,0,unknown,0
21,blue-collar,married,primary,yes,-426,no,unknown,139,2,-1,0,unknown,0
29,admin.,single,secondary,no,103,no,cellular,502,5,-1,0,unknown,0
52,blue-collar,married,primary,no,382,no,cellular,98,7,-1,0,unknown,0
32,technician,married,unknown,no,712,no,cellular,112,1,-1,0,unknown,0
47,housemaid,married,primary,no,0,no,telephone,203,4,-1,0,unknown,0
36,management,single,tertiary,no,7,no,unknown,20,1,-1,0,unknown,0
32,blue-collar,married,secondary,no,136,no,cellular,206,1,188,3,success,1
32,management,single,tertiary,no,0,no,cellular,550,4,-1,0,unknown,1
47,technician,married,secondary,no,-149,no,unknown,504,1,-1,0,unknown,0
33,management,single,tertiary,no,1530,no,cellular,88,25,-1,0,unknown,0
34,self-employed,married,tertiary,no,980,no,cellular,69,2,54,4,failure,0
54,entrepreneur,married,tertiary,no,1129,no,cellular,242,1,184,8,failure,0
64,retired,married,tertiary,no,846,no,cellular,671,1,181,3,failure,1
32,management,single,tertiary,no,2770,no,telephone,44,9,-1,0,unknown,0
25,blue-collar,single,secondary,no,0,no,telephone,112,1,-1,0,unknown,0
36,technician,married,secondary,no,2779,no,cellular,324,1,182,4,success,0
31,technician,married,tertiary,no,3564,no,cellular,1377,1,-1,0,unknown,0
38,technician,married,tertiary,no,-1,no,cellular,188,4,-1,0,unknown,0
36,management,married,tertiary,no,336,no,unknown,178,7,-1,0,unknown,0
33,technician,single,secondary,no,-96,no,cellular,213,4,-1,0,unknown,0
44,technician,married,tertiary,no,964,no,cellular,158,2,-1,0,unknown,0
44,admin.,married,secondary,no,0,no,unknown,85,3,-1,0,unknown,0
37,housemaid,single,primary,no,0,no,cellular,399,1,-1,0,unknown,0
38,management,married,tertiary,no,6209,no,unknown,46,10,-1,0,unknown,0
36,blue-collar,single,secondary,no,110,no,cellular,291,2,-1,0,unknown,0
43,blue-collar,married,primary,no,1518,no,cellular,94,6,-1,0,unknown,0
33,management,single,tertiary,no,206,no,cellular,231,3,-1,0,unknown,0
45,admin.,single,primary,no,1811,no,telephone,50,7,-1,0,unknown,0
49,management,married,tertiary,yes,-24,no,cellular,132,3,-1,0,unknown,0
33,technician,married,tertiary,no,104,no,unknown,115,1,-1,0,unknown,0
44,management,married,secondary,no,488,no,cellular,292,11,-1,0,unknown,0
31,blue-collar,married,secondary,no,968,no,cellular,464,1,-1,0,unknown,0
51,technician,married,tertiary,no,1057,no,unknown,149,2,-1,0,unknown,0
33,services,married,secondary,no,1076,no,cellular,131,1,96,5,failure,1
47,services,single,unknown,no,1784,no,cellular,385,2,-1,0,unknown,1
27,admin.,single,tertiary,no,313,no,cellular,167,1,93,3,success,0
33,technician,single,secondary,no,0,no,cellular,73,4,-1,0,unknown,0
53,housemaid,married,primary,no,0,no,unknown,51,8,-1,0,unknown,0
33,management,married,tertiary,no,334,no,cellular,87,1,-1,0,unknown,0
33,management,married,tertiary,no,299,no,cellular,378,4,-1,0,unknown,0
53,management,divorced,tertiary,no,380,no,cellular,438,2,-1,0,unknown,1
70,retired,divorced,primary,no,4531,no,cellular,445,1,-1,0,unknown,0
45,management,married,tertiary,no,31472,no,cellular,568,7,-1,0,unknown,1
48,services,married,secondary,no,7434,no,unknown,986,1,-1,0,unknown,0
56,retired,married,secondary,no,450,no,telephone,16,1,-1,0,unknown,0
37,technician,single,secondary,no,0,no,unknown,80,2,-1,0,unknown,0
45,services,married,secondary,no,0,no,unknown,153,6,-1,0,unknown,0
39,housemaid,married,secondary,no,1444,no,telephone,362,8,-1,0,unknown,1
51,management,married,tertiary,no,9864,no,cellular,69,4,-1,0,unknown,0
55,blue-collar,married,secondary,no,328,no,cellular,335,4,-1,0,unknown,0
30,services,single,secondary,no,334,no,cellular,389,2,-1,0,unknown,0
44,blue-collar,married,secondary,no,23,no,cellular,56,1,-1,0,unknown,0
37,blue-collar,married,secondary,no,125,no,unknown,679,2,-1,0,unknown,1
28,management,single,tertiary,no,6551,no,cellular,203,1,-1,0,unknown,1
51,management,married,tertiary,no,307,no,cellular,244,6,-1,0,unknown,0
34,management,single,tertiary,no,280,no,cellular,119,11,-1,0,unknown,0
50,management,married,tertiary,no,290,no,cellular,50,2,-1,0,unknown,0
38,technician,married,unknown,no,499,no,unknown,240,6,-1,0,unknown,0
44,technician,single,tertiary,no,643,no,cellular,324,1,143,3,failure,1
29,student,single,unknown,no,795,no,cellular,173,2,-1,0,unknown,0
45,management,married,tertiary,no,1866,no,unknown,116,7,-1,0,unknown,0
34,technician,single,tertiary,no,651,no,cellular,351,3,-1,0,unknown,0
36,admin.,single,secondary,no,787,no,unknown,92,1,-1,0,unknown,0
56,admin.,married,secondary,no,374,no,cellular,193,4,-1,0,unknown,0
20,student,single,primary,no,0,no,cellular,143,5,91,8,failure,0
60,management,married,secondary,no,0,no,cellular,321,4,87,8,failure,0
41,unemployed,married,primary,no,819,no,cellular,244,3,-1,0,unknown,0
44,technician,married,secondary,no,533,no,unknown,74,1,-1,0,unknown,0
42,blue-collar,married,primary,no,1320,no,unknown,301,4,-1,0,unknown,0
28,unemployed,single,primary,no,1374,no,cellular,203,4,-1,0,unknown,1
33,management,single,tertiary,no,1120,no,cellular,1070,2,-1,0,unknown,1
42,admin.,married,secondary,yes,-1300,no,unknown,89,1,-1,0,unknown,0
36,admin.,married,secondary,no,96,no,cellular,208,1,87,1,success,1
28,blue-collar,married,secondary,no,-26,no,cellular,81,1,-1,0,unknown,0
30,student,single,secondary,no,5836,no,cellular,165,2,-1,0,unknown,0
59,management,married,unknown,no,8674,no,cellular,64,1,-1,0,unknown,0
58,entrepreneur,married,primary,no,1249,no,cellular,187,1,-1,0,unknown,0
35,services,married,secondary,no,193,no,unknown,50,1,-1,0,unknown,0
69,retired,married,secondary,no,21446,no,telephone,358,2,-1,0,unknown,0
60,retired,married,secondary,no,1339,no,cellular,137,1,-1,0,unknown,0
40,technician,married,secondary,yes,0,no,cellular,147,2,-1,0,unknown,0
60,admin.,married,secondary,no,1538,no,cellular,352,2,-1,0,unknown,0
59,retired,divorced,secondary,no,679,no,cellular,761,4,-1,0,unknown,1
29,services,single,secondary,no,102,no,cellular,154,1,182,5,failure,0
33,technician,married,secondary,no,83,no,cellular,165,2,-1,0,unknown,0
43,technician,married,tertiary,no,0,no,cellular,132,1,-1,0,unknown,0
60,self-employed,married,secondary,no,1690,no,cellular,64,11,-1,0,unknown,0
43,housemaid,single,primary,no,24,no,cellular,35,2,-1,0,unknown,0
36,technician,married,secondary,no,1840,no,cellular,61,6,-1,0,unknown,0
59,services,divorced,secondary,no,136,no,telephone,176,1,-1,0,unknown,0
42,management,divorced,tertiary,no,-259,no,cellular,149,1,-1,0,unknown,0
50,blue-collar,married,primary,no,383,no,telephone,382,2,-1,0,unknown,0
37,admin.,married,secondary,no,373,no,cellular,98,10,-1,0,unknown,0
54,technician,married,tertiary,no,446,no,cellular,67,6,-1,0,unknown,0
38,entrepreneur,married,secondary,no,65,no,cellular,173,1,-1,0,unknown,0
32,housemaid,married,primary,no,0,no,telephone,63,3,-1,0,unknown,0
38,services,married,secondary,no,4017,no,cellular,470,1,96,3,success,1
45,technician,divorced,tertiary,no,0,no,cellular,58,4,-1,0,unknown,0
30,self-employed,single,tertiary,no,189,no,cellular,71,4,-1,0,unknown,0
30,admin.,married,secondary,no,1794,no,cellular,1035,1,-1,0,unknown,1
51,blue-collar,married,primary,no,19,no,cellular,26,10,-1,0,unknown,0
47,admin.,married,unknown,no,66,no,cellular,358,1,-1,0,unknown,1
32,technician,married,tertiary,no,8023,no,cellular,219,1,84,2,failure,0
31,services,divorced,secondary,no,139,no,cellular,178,1,-1,0,unknown,0
29,management,single,tertiary,no,4331,no,cellular,611,1,-1,0,unknown,0
35,blue-collar,married,unknown,no,53,no,unknown,495,2,-1,0,unknown,0
44,technician,divorced,secondary,no,275,no,cellular,1077,1,-1,0,unknown,1
25,technician,single,secondary,no,325,no,cellular,716,3,-1,0,unknown,1
32,management,single,secondary,no,388,no,telephone,846,2,-1,0,unknown,0
39,technician,single,secondary,no,1820,no,unknown,231,2,-1,0,unknown,0
66,retired,single,tertiary,no,0,no,cellular,79,2,-1,0,unknown,0
47,unemployed,divorced,secondary,no,947,no,cellular,124,2,-1,0,unknown,0
64,retired,married,unknown,no,679,no,telephone,167,1,-1,0,unknown,1
27,services,single,tertiary,no,691,no,cellular,357,12,-1,0,unknown,0
48,blue-collar,divorced,primary,no,0,no,cellular,324,2,-1,0,unknown,0
53,unknown,married,secondary,no,16,no,unknown,100,1,-1,0,unknown,0
38,self-employed,married,tertiary,no,846,no,cellular,253,1,-1,0,unknown,0
41,management,single,secondary,no,764,no,cellular,230,2,-1,0,unknown,0
48,management,divorced,tertiary,no,15,no,unknown,88,1,-1,0,unknown,0
35,technician,single,secondary,no,183,no,cellular,281,1,52,4,failure,1
54,technician,married,secondary,no,899,no,cellular,61,1,145,1,other,0
41,management,married,tertiary,no,36,no,unknown,44,4,-1,0,unknown,0
51,technician,married,tertiary,no,7338,no,cellular,82,1,-1,0,unknown,0
52,admin.,married,secondary,no,7742,no,cellular,149,3,-1,0,unknown,0
48,services,divorced,primary,no,927,no,unknown,201,6,-1,0,unknown,0
51,management,married,tertiary,no,3604,no,telephone,287,1,-1,0,unknown,0
55,services,married,secondary,no,1989,no,cellular,139,2,-1,0,unknown,0
36,admin.,single,secondary,no,16,no,unknown,119,2,-1,0,unknown,0
43,entrepreneur,married,secondary,no,0,no,unknown,1025,7,-1,0,unknown,1
42,housemaid,divorced,primary,no,273,no,cellular,354,1,-1,0,unknown,0
34,blue-collar,single,primary,no,79,no,telephone,336,4,-1,0,unknown,1
56,admin.,divorced,secondary,no,-429,no,cellular,120,2,119,4,failure,0
53,retired,married,tertiary,no,1778,no,cellular,186,2,-1,0,unknown,0
41,retired,single,primary,no,2579,no,cellular,213,1,-1,0,unknown,0
57,entrepreneur,married,tertiary,no,1114,no,unknown,139,2,-1,0,unknown,0
34,management,married,tertiary,no,1666,no,cellular,36,4,-1,0,unknown,0
41,unemployed,married,secondary,no,510,no,cellular,61,2,-1,0,unknown,0
66,retired,married,secondary,no,3409,no,cellular,133,3,160,3,failure,0
57,management,married,tertiary,no,16,no,cellular,200,3,-1,0,unknown,0
47,unemployed,married,secondary,no,312,no,cellular,884,1,-1,0,unknown,1
48,management,married,tertiary,no,2498,no,cellular,98,2,-1,0,unknown,0
53,blue-collar,married,primary,no,570,no,cellular,158,4,-1,0,unknown,0
38,technician,single,tertiary,no,1101,no,cellular,800,1,-1,0,unknown,1
58,blue-collar,married,unknown,no,9,no,cellular,50,23,-1,0,unknown,0
54,admin.,married,secondary,no,9,no,unknown,140,1,-1,0,unknown,0
55,management,married,secondary,no,2693,no,cellular,182,1,184,7,success,1
28,admin.,single,secondary,no,27,no,cellular,294,1,-1,0,unknown,0
54,self-employed,married,tertiary,no,231,no,cellular,203,3,-1,0,unknown,0
57,management,married,tertiary,no,9103,no,unknown,1098,2,-1,0,unknown,1
36,technician,divorced,secondary,no,487,no,cellular,268,3,-1,0,unknown,0
60,retired,married,secondary,no,194,no,cellular,61,5,-1,0,unknown,0
30,student,single,secondary,no,1555,no,cellular,115,1,-1,0,unknown,0
66,admin.,married,secondary,no,5464,no,cellular,131,1,-1,0,unknown,0
41,housemaid,single,secondary,no,2184,no,unknown,91,2,-1,0,unknown,0
35,technician,divorced,secondary,no,56,no,cellular,24,12,-1,0,unknown,0
42,blue-collar,married,primary,no,832,no,unknown,13,14,-1,0,unknown,0
39,management,single,tertiary,no,257,no,cellular,58,1,-1,0,unknown,0
30,services,single,tertiary,no,803,no,cellular,243,1,-1,0,unknown,0
22,student,single,primary,no,3472,no,cellular,332,1,183,3,failure,1
45,management,single,tertiary,no,1269,no,unknown,55,7,-1,0,unknown,0
47,blue-collar,married,primary,no,469,no,telephone,208,6,-1,0,unknown,0
35,admin.,married,secondary,no,1204,no,cellular,789,2,-1,0,unknown,0
45,technician,married,secondary,no,2128,no,cellular,48,3,-1,0,unknown,0
26,management,single,tertiary,no,222,no,cellular,247,1,63,2,success,1
42,technician,married,secondary,no,799,no,cellular,234,1,181,6,failure,0
57,services,married,secondary,no,1315,no,cellular,260,2,-1,0,unknown,0
32,management,married,tertiary,no,1390,no,cellular,116,2,-1,0,unknown,0
