PRIMARY_KEY,STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
1998_FLORIDA,FLORIDA,1998,2292161,15595671,1116607,7742607,6736457,15155383,7160434,4604765,1073030,1949539,53969,174470,186203,179066,112724,1475585,633609,2337633,,,206,255
1998_GEORGIA,GEORGIA,1998,1375980,9207163,594406,4737025,3875732,8990897,4822729,2477958,488371,1023011,30779,112287,112226,104863,71127,886320,371905,1401291,,,209,257
1998_HAWAII,HAWAII,1998,189887,1279125,107149,1141001,30975,1266378,712023,328519,104350,121486,674,15019,15215,13339,10384,118938,53338,188069,,,200,249
1998_IDAHO,IDAHO,1998,244403,1310960,90011,822017,398932,1342719,714369,377484,53790,165324,2123,17318,18510,19073,17255,149163,76118,244722,,,,
1998_ILLINOIS,ILLINOIS,1998,1972406,14688777,962367,4807076,8919334,15207067,7391186,4544061,637882,1917001,59389,150953,152841,148529,127506,1238890,558505,2011530,,,,
1998_INDIANA,INDIANA,1998,985690,7656749,343921,3770236,3542592,7649103,3745167,2089790,352606,766633,5557,71996,77667,74775,64293,617071,289486,989001,,,,
1998_IOWA,IOWA,1998,501054,3589705,168098,1715712,1705895,3650286,1827658,1022484,145224,325840,4975,35772,35776,38374,37166,290279,155834,498214,,,220,
1998_KANSAS,KANSAS,1998,468980,3207670,188910,1868123,1150637,3087318,1536690,1013241,193699,188870,2595,31279,35197,37189,31955,286624,142094,472353,,,221,268
1998_KENTUCKY,KENTUCKY,1998,645232,3938009,367810,2411836,1158363,4018512,2116458,1179822,241709,400122,16864,46900,48707,49580,39369,393530,188371,655687,,,218,262
1998_LOUISIANA,LOUISIANA,1998,774561,4443468,498082,2266287,1679099,4379797,2387847,1265136,322067,310116,16486,58922,57476,56683,41479,470707,205393,768734,,,200,252
1998_MAINE,MAINE,1998,212038,1611926,82445,696430,833051,1601411,949523,422020,60837,83017,1078,14745,16587,17438,12996,133567,58917,211051,,,225,271
1998_MARYLAND,MARYLAND,1998,830744,6521269,325321,2514101,3681847,6519389,3584678,1902782,302974,558202,20013,57813,67230,62174,49321,525146,231534,841671,,,212,261
1998_MASSACHUSETTS,MASSACHUSETTS,1998,942331,7726497,366880,3183950,4175667,8098720,4849603,2173146,255100,469395,18884,71390,77943,72101,55369,609793,257693,962317,,,223,269
1998_MICHIGAN,MICHIGAN,1998,1680559,14712250,866216,9474264,4371770,14905765,6895840,4546053,663827,1723267,23782,131021,127655,123565,94361,1024045,448867,1720287,,,216,
1998_MINNESOTA,MINNESOTA,1998,841723,6672384,313550,3363505,2995329,6815289,3384437,1721705,452482,781250,9116,61023,64101,67899,63014,516580,269736,856455,,,219,265
1998_MISSISSIPPI,MISSISSIPPI,1998,504792,2400660,322350,1319058,759252,2543454,1320613,678492,173401,333170,1548,39509,38471,37322,26452,315087,130815,502379,,,203,251
1998_MISSOURI,MISSOURI,1998,909441,5990499,387035,2873051,2730413,5849648,3083844,1693964,327445,553090,16584,67374,69262,69965,56165,559654,259990,913494,,,216,262
1998_MONTANA,MONTANA,1998,162164,1035636,102844,478345,454447,1007146,575114,306419,39258,73846,515,10848,11808,12994,11611,97909,50348,159988,,,225,271
1998_NEBRASKA,NEBRASKA,1998,291570,2062836,130904,663420,1268512,1966403,1086607,528690,79003,213815,4595,21145,21378,22725,21517,174014,91386,291140,,,,
1998_NEVADA,NEVADA,1998,296621,1906860,84699,1193619,628542,2030065,943345,575000,60708,340415,2140,23986,25629,23168,16824,202470,81767,311061,,,206,258
1998_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1998,196734,1420100,51977,127621,1240502,1428447,808107,378359,44977,94615,1586,8831,16959,16848,12148,135657,57924,204713,,,226,
1998_NEW_JERSEY,NEW_JERSEY,1998,1238948,13786951,477055,5246527,8063369,13973201,7267644,4442457,516387,1110805,10560,90689,97881,86032,68618,759641,307945,1268996,,,,
1998_NEW_MEXICO,NEW_MEXICO,1998,331673,1913783,253889,1383314,276580,1933538,941273,620639,95879,247033,2932,23759,25701,25716,18724,205794,96268,328753,,,205,258
1998_NEW_YORK,NEW_YORK,1998,2834992,27900803,1522836,11033327,15344640,29853891,17266937,7384638,1044857,2723181,38196,202894,214629,200097,148315,1705145,774469,2877143,,,215,265
1998_NORTH_CAROLINA,NORTH_CAROLINA,1998,1230010,7516979,520499,4821450,2175030,7688076,4130685,1936511,459818,994055,7610,102603,102456,95522,63476,810543,333983,1254821,,,213,262
1998_NORTH_DAKOTA,NORTH_DAKOTA,1998,116813,731384,85963,284970,360451,715126,366639,184916,54277,57202,671,7920,8416,9321,9082,68335,38001,114927,,,,
1998_OHIO,OHIO,1998,1846585,13577343,755883,5539484,7281976,13005301,6688427,4268412,663358,1126127,22373,134981,140467,141749,120670,1134596,541138,1842163,,,,
1998_OKLAHOMA,OKLAHOMA,1998,623681,3559980,312708,2053438,1193834,3617938,1811901,1079168,358001,328855,16787,44664,46750,47933,38769,384199,179642,628492,,,219,265
1998_OREGON,OREGON,1998,540226,3892091,245664,2205951,1440476,3939722,2067377,1304874,139912,319162,547,37530,42784,42825,35079,339682,162272,542809,,,212,266
1998_PENNSYLVANIA,PENNSYLVANIA,1998,1791100,15671363,856423,5783893,9031047,16432921,8346538,4414783,615097,1659536,2712,126155,139387,138766,118850,1122283,535400,1816414,,,,
1998_RHODE_ISLAND,RHODE_ISLAND,1998,152356,1255280,67433,503267,684580,1221558,762746,355309,48765,24136,811,10907,12323,11372,8727,97364,42113,154785,,,218,264
1998_SOUTH_CAROLINA,SOUTH_CAROLINA,1998,648084,4109130,328411,2144562,1636157,4241163,2072959,1183620,254897,620396,9188,47160,53929,51700,36637,421510,186742,664600,,,209,255
1998_SOUTH_DAKOTA,SOUTH_DAKOTA,1998,133698,793101,77009,281856,434236,781279,403237,214983,34336,107579,654,9495,9931,10841,9521,80586,41546,132495,,,,
1998_TENNESSEE,TENNESSEE,1998,876693,4757639,405078,2268050,2084511,4988208,2829375,1291193,274143,494391,12518,71870,71249,66468,49440,565251,240872,905454,,,212,258
1998_TEXAS,TEXAS,1998,3888061,24485263,1830474,10632566,12022223,25723965,12804069,6944751,1209084,3561286,136945,290432,301475,299760,212503,2440832,1077158,3945367,,,214,261
1998_UTAH,UTAH,1998,480811,2295870,166979,1394158,734733,2326611,1250866,536216,167139,307674,4115,34529,35008,35559,35706,283603,147857,481176,,,216,263
1998_VERMONT,VERMONT,1998,101413,1089658,44750,253591,791317,1064388,461901,240460,25038,63485,2377,6976,8165,8200,6823,63904,31522,105120,,,,
1998_VIRGINIA,VIRGINIA,1998,1110815,7723744,401716,3046785,4275243,7813707,4109813,2275415,408498,796239,5161,84154,87278,85348,67787,694419,308627,1124022,,,217,266
1998_WASHINGTON,WASHINGTON,1998,991235,6928738,438391,4546140,1944207,7211601,3520841,2098952,311726,997000,5901,71323,77372,77340,65782,618726,302103,998053,,,218,264
1998_WEST_VIRGINIA,WEST_VIRGINIA,1998,300737,2178936,202626,1351721,624589,2100841,1168793,606055,141099,171688,5822,21821,21732,22623,21344,177870,91413,297530,,,216,262
1998_WISCONSIN,WISCONSIN,1998,881552,7083655,318567,3918690,2846398,7532110,3946529,2093343,240608,948070,20131,59611,64255,68481,63760,520961,278839,879542,,,222,265
1998_WYOMING,WYOMING,1998,96504,703280,47201,330204,325875,706801,366104,216102,22636,84596,,6383,6873,7942,7057,57540,31292,95241,,,218,263
1999_ALABAMA,ALABAMA,1999,737639,4471546,393095,2752653,1325798,4622810,2399626,1208081,441314,515798,10548,56120,60012,56201,42576,472019,202045,740732,,,,
1999_ALASKA,ALASKA,1999,133508,1243227,187153,740163,315911,1289988,705069,403903,42897,119079,1344,9583,10926,10575,8381,84674,38790,134391,,,,
1999_ARIZONA,ARIZONA,1999,814157,5085826,495708,2259753,2330365,5072471,2272859,1426620,264903,871345,1772,67051,70418,65338,47907,551623,228813,852612,,,,
1999_ARKANSAS,ARKANSAS,1999,451981,2684966,232382,2001992,450592,2650808,1424443,767854,177666,196954,1425,34218,35707,35403,29316,281082,132893,451034,,,,
1999_CALIFORNIA,CALIFORNIA,1999,5839207,41393435,3599923,23695095,14098417,40834643,21110543,11539910,1954362,4738866,85992,459771,489356,431730,347914,3734997,1675778,6038590,,,,
1999_COLORADO,COLORADO,1999,698402,4740254,234939,2004039,2501276,5040224,2401914,1565012,179582,628011,12857,50378,56154,54599,41999,442631,200982,708109,,,,
1999_CONNECTICUT,CONNECTICUT,1999,522415,5460213,208565,2074271,3177377,5269517,3016240,1535406,179789,300611,10518,42193,45307,41205,31670,351202,150080,553993,,,,
1999_DELAWARE,DELAWARE,1999,112320,1004472,61485,646592,296395,960335,529808,291268,42056,70433,716,7779,8685,8957,6490,71779,32562,112836,,,,
1999_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,1999,71889,758072,122970,0,635102,738942,314138,351290,29741,43773,4774,6617,6070,4408,2897,45931,15849,77194,,,,
1999_FLORIDA,FLORIDA,1999,2333567,17093036,1266927,8719985,7106124,16156822,7611469,4934846,1131998,2092359,53783,174953,190744,181574,116259,1496757,655903,2381396,,,,
1999_GEORGIA,GEORGIA,1999,1401291,10380164,672868,5148120,4559176,10106670,5328497,2710664,516763,1354872,31359,110359,116517,106688,72351,902312,378732,1422762,,,,
1999_HAWAII,HAWAII,1999,188069,1328572,130547,1166940,31085,1357649,718107,350077,108410,181055,824,14618,15703,13175,10818,117754,52565,185860,,,,
1999_IDAHO,IDAHO,1999,244623,1405250,96761,867752,440737,1409367,763181,408262,57605,148467,2158,17024,19125,18589,17811,149624,76314,245136,,,,
1999_ILLINOIS,ILLINOIS,1999,1987427,16208970,1089732,5665008,9454230,16783840,8205446,4827070,686866,2243726,58604,149840,158444,149397,126984,1251482,563940,2027600,,,,
1999_INDIANA,INDIANA,1999,986891,8167164,377681,4094272,3695211,8196714,4027481,2251783,370124,808948,4997,70438,79139,74540,64647,621216,287282,988702,,,,
1999_IOWA,IOWA,1999,498214,3740509,186056,1776000,1778453,3789049,1815795,1054419,245363,340182,5497,34596,36766,37966,37124,289970,155506,497301,,,,
1999_KANSAS,KANSAS,1999,469758,3390596,201872,2093218,1095506,3189867,1590684,1031073,204037,218426,2811,30845,35722,36759,32344,284169,143129,472188,,,,
1999_KENTUCKY,KENTUCKY,1999,653628,4188131,379440,2584984,1223707,4305678,2236724,1254812,245016,477275,15609,46373,49962,48427,39111,391065,186919,648180,,,,
1999_LOUISIANA,LOUISIANA,1999,764642,4641847,532951,2364871,1744025,4702496,2547187,1328631,308590,418504,16818,56021,57735,55710,42344,466950,205282,756579,,,,
1999_MAINE,MAINE,1999,210245,1708133,88888,740050,879195,1699835,1000023,447288,70608,86425,1101,14274,16530,17493,13022,131629,59860,209253,,,,
1999_MARYLAND,MARYLAND,1999,841671,6850334,372016,2686695,3791623,6892276,3660046,2096627,304175,608284,19285,56942,69077,62776,50632,527889,236400,846582,,,,
1999_MASSACHUSETTS,MASSACHUSETTS,1999,957402,8388120,413600,3571654,4402866,8673439,5220083,2332767,271812,425998,19539,70029,79385,72545,56440,612594,265174,971425,,,,
1999_MICHIGAN,MICHIGAN,1999,1696275,15248112,1018825,9519308,4709979,15837858,7222378,4848897,701589,1875573,24574,128059,133215,122548,96303,1024597,454253,1725639,,,,
1999_MINNESOTA,MINNESOTA,1999,843802,6949149,322148,3873937,2753064,7450965,3622534,1855510,497073,965469,9234,58952,64934,67705,67044,512177,273671,854034,,,,
1999_MISSISSIPPI,MISSISSIPPI,1999,502382,2532681,339359,1374920,818402,2811852,1377699,730765,181454,455812,1549,37906,40151,37344,26500,316525,129342,500716,,,,
1999_MISSOURI,MISSOURI,1999,911563,6238901,403205,2964597,2871099,6228001,3267404,1780317,354185,615448,18181,64608,70359,69850,56213,559158,262807,914110,,,,
1999_MONTANA,MONTANA,1999,159813,1049369,115211,466300,467858,1026263,590589,313874,40088,69898,498,10335,12046,12975,11571,96406,49965,157556,,,,
1999_NEBRASKA,NEBRASKA,1999,290383,2212104,150963,805824,1255317,2062226,1127843,541116,85361,244788,4631,20576,21969,22452,21630,171807,91247,288261,,,,
1999_NEVADA,NEVADA,1999,311063,2089048,92027,1324474,672547,2298474,1038564,642090,65517,448757,2043,25163,27660,24268,18139,211728,85966,325610,,,,
1999_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1999,201252,1498286,58224,127705,1312357,1491560,859115,401938,46962,84168,1711,9048,17275,16793,12734,135527,59868,206783,,,,
1999_NEW_JERSEY,NEW_JERSEY,1999,1257772,14977501,534670,5870448,8572383,14927302,7900043,4702475,536974,1113055,14194,89520,100361,88757,69647,779208,312631,1289256,,,,
1999_NEW_MEXICO,NEW_MEXICO,1999,328715,2068337,277349,1509815,281173,2098998,998467,688769,104374,276238,3127,22557,25573,25322,18941,202908,95903,324495,,,,
1999_NEW_YORK,NEW_YORK,1999,2850352,30215370,1794853,12605931,15814586,31841870,18323434,7913623,893364,3309820,37613,199271,219305,202221,150444,1717122,781175,2887776,,,,
1999_NORTH_CAROLINA,NORTH_CAROLINA,1999,1244926,8476795,557142,5558333,2361320,8674393,4434300,2202906,472499,1365695,8515,101816,104658,96542,65558,824372,341200,1275925,,,,
1999_NORTH_DAKOTA,NORTH_DAKOTA,1999,114546,770094,92078,287048,390968,756337,380850,192729,53045,73822,647,7560,8135,9137,9306,66761,37783,112751,,,,
1999_OHIO,OHIO,1999,1834379,14507056,787687,6041429,7677940,13865260,7115101,4550926,681105,1206274,23239,130141,142337,140706,120885,1133207,540104,1836554,,,,
1999_OKLAHOMA,OKLAHOMA,1999,628522,3788901,333408,2158427,1297066,3817848,1934516,1155058,366350,320344,20894,43603,47039,46999,40024,380011,179387,627032,,,,
1999_OREGON,OREGON,1999,541436,4080653,284390,2299646,1496617,4172435,2184194,1385373,152102,328891,611,37232,43348,42721,36827,338512,165730,545033,,,,
1999_PENNSYLVANIA,PENNSYLVANIA,1999,1787430,16361921,919648,5963486,9478787,17113809,8562120,4564230,650115,1843095,2620,122320,141459,141714,121152,1121880,541172,1816716,,,,
1999_RHODE_ISLAND,RHODE_ISLAND,1999,153710,1358566,77904,568748,711914,1289045,792559,382899,51755,28611,1047,11078,12578,11592,9138,98113,42751,156454,,,,
1999_SOUTH_CAROLINA,SOUTH_CAROLINA,1999,652731,4365352,342400,2278900,1744052,4610436,2222890,1306221,266738,702407,16330,46274,49323,51601,36471,421121,183055,666780,,,,
1999_SOUTH_DAKOTA,SOUTH_DAKOTA,1999,131728,825851,84745,295753,445353,838078,425090,228657,33934,123444,1139,9171,9854,10618,9693,79167,41400,131037,,,,
1999_TENNESSEE,TENNESSEE,1999,893842,5059587,417870,2369846,2271871,5446555,3008844,1369969,291537,669601,13047,70814,71433,66243,53160,566148,251809,916202,,,,
1999_TEXAS,TEXAS,1999,3933017,26096023,2161662,10802214,13132147,27883593,13486659,7594544,1306137,3970379,138235,290806,308232,300830,217670,2466812,1095930,3991783,,,,
1999_UTAH,UTAH,1999,478814,2425600,174299,1481463,769838,2448591,1314796,568221,188105,312833,4281,34963,35921,35170,36594,283824,146450,480255,,,,
1999_VERMONT,VERMONT,1999,100348,1147600,52814,677199,417587,1129982,508426,261788,24725,44146,2491,6893,7965,8177,7014,62892,31913,104559,,,,
1999_VIRGINIA,VIRGINIA,1999,1122858,8331336,418359,3512788,4400189,8335873,4360356,2423486,441515,875124,5293,83938,90781,85092,69333,705290,316757,1133994,,,,
1999_WASHINGTON,WASHINGTON,1999,999616,7288143,486500,4696554,2105089,7489129,3644065,2163836,330124,1053316,6134,68699,79257,77543,68486,619917,308964,1003714,,,,
1999_WEST_VIRGINIA,WEST_VIRGINIA,1999,296551,2190420,188865,1355717,645838,2169432,1216907,637240,146453,155822,6176,21216,21928,22409,20982,175736,88049,291811,,,,
1999_WISCONSIN,WISCONSIN,1999,878983,7415243,323924,4051567,3039752,7875805,4082725,2218556,249719,986589,20790,58524,64908,67878,64076,517125,281314,877753,,,,
1999_WYOMING,WYOMING,1999,94420,780875,57983,408271,314621,739019,390565,237461,24829,71423,,6133,6878,7715,7049,55493,30436,92105,,,,
2000_ALABAMA,ALABAMA,2000,730184,4885917,425978,3003814,1456125,5003267,2551713,1319053,395909,663903,10836,55112,59749,56951,42512,472686,201358,739992,217,264,,
2000_ALASKA,ALASKA,2000,132822,1313510,199520,774194,339796,1386904,717725,417637,46782,184546,1210,9677,10646,10377,8335,83555,38914,133356,,,,
2000_ARIZONA,ARIZONA,2000,814807,5479168,534619,2481089,2463460,5397194,2488932,1573568,270671,768425,2037,68347,72295,65526,49501,567626,236933,877696,219,269,,
2000_ARKANSAS,ARKANSAS,2000,450751,2844855,254735,2126099,464021,2683400,1531232,804253,138220,146666,2001,33941,35724,34873,28918,281091,131511,449959,216,257,,
2000_CALIFORNIA,CALIFORNIA,2000,5941946,46628207,4024940,26877920,15725347,45829753,23514388,12429070,2269603,5849441,89919,459771,489043,441877,357789,3804640,1707952,6140814,213,260,,
2000_COLORADO,COLORADO,2000,707436,5073266,266207,2083318,2723741,5444193,2539372,1674044,191201,782711,15377,51039,57056,55384,43502,450150,207942,724508,,,,
2000_CONNECTICUT,CONNECTICUT,2000,530363,5884078,234321,2298931,3350826,5605280,3189123,1634888,180639,369278,10484,41570,44682,42597,32591,354391,155734,562179,234,281,,
2000_DELAWARE,DELAWARE,2000,112743,1098555,69540,716375,312640,1040480,571982,313410,42630,79176,706,7691,8848,9075,7104,72404,33875,114676,,,,
2000_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2000,70762,881423,184825,0,696598,858807,318260,429891,23107,87549,4289,5357,5830,3371,2785,41330,13781,68925,192,235,,
2000_FLORIDA,FLORIDA,2000,2377271,17558787,1398757,8804217,7355813,17180954,7751117,5113323,1151140,2792662,55120,175812,194320,185663,119809,1528970,674919,2434821,,,,
2000_GEORGIA,GEORGIA,2000,1422941,11197766,710741,5406709,5080316,10884510,5701293,2931538,546396,1520834,32248,110960,116678,109124,72317,916775,384954,1444937,219,265,,
2000_HAWAII,HAWAII,2000,185860,1404895,127042,1247256,30597,1363511,765134,373038,109367,115972,840,14071,15291,13424,10408,117339,52031,184360,216,262,,
2000_IDAHO,IDAHO,2000,245226,1452222,109898,888384,453940,1467977,798629,425211,59735,153472,2174,17093,18964,19045,17371,151139,74696,245117,224,277,,
2000_ILLINOIS,ILLINOIS,2000,2003839,17595047,1283052,6344130,9967865,18073190,8738312,5245226,716792,2467748,60712,147619,160495,149045,124760,1263029,573246,2048792,223,275,,
2000_INDIANA,INDIANA,2000,987214,8489991,426266,4300608,3763109,8518477,4143020,2373445,375026,841171,5567,70727,79742,73889,63504,624415,283832,989267,233,281,,
2000_IOWA,IOWA,2000,497301,3822452,217060,1879158,1726234,3974813,1906755,1104075,260900,353405,5797,33977,36448,36458,36892,287877,155073,495080,231,,,
2000_KANSAS,KANSAS,2000,469377,3518271,221530,2201788,1094953,3327090,1661540,1092448,209338,206141,2263,30392,35165,36085,33085,281831,143784,470610,232,283,,
2000_KENTUCKY,KENTUCKY,2000,646467,4330089,426956,2612740,1290393,4510972,2345581,1284053,260400,515109,15892,48064,50899,48938,39879,401331,191816,665850,219,270,,
2000_LOUISIANA,LOUISIANA,2000,750755,4785331,556240,2361704,1867387,4807097,2601684,1384760,307212,414669,16210,55293,63884,61997,41836,470126,194653,743089,218,259,,
2000_MAINE,MAINE,2000,209012,1792390,104497,761317,926576,1842276,1053067,474866,77649,143112,1062,13769,16121,17035,13341,129371,60782,207037,230,281,,
2000_MARYLAND,MARYLAND,2000,846582,7419047,409021,2804218,4205808,7355698,3874590,2189499,300044,760810,20031,56073,69279,64647,50962,530097,240843,852920,222,272,,
2000_MASSACHUSETTS,MASSACHUSETTS,2000,958907,9464271,480898,3926522,5056851,9466363,5624037,2503616,323913,533702,19938,70647,78287,74527,58322,611990,272575,975150,233,279,,
2000_MICHIGAN,MICHIGAN,2000,1700074,15939477,1030238,9942275,4966964,16580526,7709336,5109653,742727,1866666,15318,126661,134163,128743,101900,1053309,486726,1720626,229,277,,
2000_MINNESOTA,MINNESOTA,2000,839839,7344747,330914,4265438,2748395,7736391,3825732,1942294,531329,901829,9300,58963,63334,66254,67573,509503,276574,854340,234,287,,
2000_MISSISSIPPI,MISSISSIPPI,2000,499362,2743284,368830,1504225,870229,2996474,1524728,810371,183118,421075,1682,37373,40177,36588,26291,315770,128171,497871,211,254,,
2000_MISSOURI,MISSOURI,2000,913517,6675260,437898,3097822,3139540,6708608,3459281,1913563,374060,756817,17980,63634,71208,68717,58103,556378,265356,912744,228,271,,
2000_MONTANA,MONTANA,2000,157381,1104935,130928,487115,486892,1051768,613132,327975,41385,57419,537,10129,11682,12517,11371,94354,49565,154875,228,285,,
2000_NEBRASKA,NEBRASKA,2000,287566,2263952,152143,812998,1298811,2165529,1188826,570910,94639,243866,4900,20210,21357,21864,21151,170376,90713,286199,225,280,,
2000_NEVADA,NEVADA,2000,325610,2252416,110210,1378678,763528,2437438,1114489,695694,69965,428541,1888,26445,28616,25327,18519,221686,89966,340706,220,265,,
2000_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2000,203178,1586869,54657,865318,666894,1640395,902062,445733,49746,130011,1879,9188,16852,17209,13024,135299,61254,208461,,,,
2000_NEW_JERSEY,NEW_JERSEY,2000,1279542,15651060,578978,6093162,8978920,15907248,8244717,5041897,568802,1320024,15183,89912,100837,92089,70455,792026,322555,1313405,,,,
2000_NEW_MEXICO,NEW_MEXICO,2000,324489,2191695,296222,1571088,324385,2165031,1048533,727644,101479,255735,3090,22065,25493,24870,19102,199724,95427,320306,213,259,,
2000_NEW_YORK,NEW_YORK,2000,2861478,31906526,1938590,13766358,16201578,33683043,19856637,8377510,1057876,3266115,39062,194673,217881,203482,151043,1718478,782021,2882188,225,271,,
2000_NORTH_CAROLINA,NORTH_CAROLINA,2000,1261586,9064700,622184,5897936,2544580,9275837,4854623,2356589,479183,1385226,8722,101049,105105,99295,66831,835653,348168,1293638,230,276,,
2000_NORTH_DAKOTA,NORTH_DAKOTA,2000,112349,812982,96940,303132,412910,802768,402602,204117,55808,81274,701,7146,7982,8651,9072,64574,36780,109201,230,282,,
2000_OHIO,OHIO,2000,1822566,15327834,843432,6425872,8058530,14909952,7497388,4889221,725617,1378528,22988,128640,143373,139740,119704,1133611,541403,1835049,230,281,,
2000_OKLAHOMA,OKLAHOMA,2000,627032,3906833,377776,2162799,1366258,3876871,1928222,1226386,387753,286261,23475,42979,47064,46276,39409,376559,176709,623110,224,270,,
2000_OREGON,OREGON,2000,542739,4369400,268568,2457202,1643630,4398318,2288931,1433944,148604,391189,686,37739,43436,42364,37055,338900,166182,546231,224,280,,
2000_PENNSYLVANIA,PENNSYLVANIA,2000,1782444,17090654,1022578,6163912,9904164,17861852,8818088,4887123,681741,1851099,2479,119318,142366,143638,122048,1129411,550652,1814311,,,,
2000_RHODE_ISLAND,RHODE_ISLAND,2000,155351,1464820,81655,610999,772166,1388454,845667,421472,57496,30587,1055,10521,12490,11750,9184,98705,43616,157347,224,269,,
2000_SOUTH_CAROLINA,SOUTH_CAROLINA,2000,666780,4690418,366587,2420494,1903337,4961392,2426139,1418846,278840,716110,17340,47277,54468,53259,33911,428609,184185,677411,220,265,,
2000_SOUTH_DAKOTA,SOUTH_DAKOTA,2000,130279,868161,105960,302405,459796,898609,443779,245481,36959,144296,967,8989,9583,10303,9354,77771,40718,128603,,,,
2000_TENNESSEE,TENNESSEE,2000,907222,5338531,462000,2429713,2446818,5805181,3166208,1471174,307022,743326,13312,70351,73373,66429,48802,570014,241038,909161,220,262,,
2000_TEXAS,TEXAS,2000,3965971,28918934,2406972,12471856,14040106,31067935,15018072,8307904,1371714,4719976,145771,294217,313731,304419,219943,2503059,1116572,4059619,231,273,,
2000_UTAH,UTAH,2000,477835,2546642,189502,1507711,849429,2478420,1355794,596620,192296,270172,6216,36039,35910,34579,35484,284595,143721,481485,227,274,,
2000_VERMONT,VERMONT,2000,99609,1211370,65052,711259,435059,1193813,555740,283821,29595,39112,2371,6511,7736,8005,7232,61438,31624,102049,232,281,,
2000_VIRGINIA,VIRGINIA,2000,1132673,8911426,491873,3761983,4657570,9154676,4823780,2639328,347530,1011384,7263,82585,92073,87455,70337,721485,329148,1144915,230,275,,
2000_WASHINGTON,WASHINGTON,2000,1003714,7620930,543966,4812796,2264168,7811937,3818756,2285577,350703,1048059,7283,68531,78505,77160,68580,618553,310403,1004770,,,,
2000_WEST_VIRGINIA,WEST_VIRGINIA,2000,290982,2243151,210082,1365346,667723,2243563,1271988,672003,156775,129872,6152,20937,21995,21902,19716,173868,84972,286367,223,266,,
2000_WISCONSIN,WISCONSIN,2000,877165,7848352,354829,4292527,3200996,8183251,4225688,2316000,265155,958597,23751,56507,64455,67950,65195,514482,284736,879476,,,,
2000_WYOMING,WYOMING,2000,91883,787323,66085,408356,312882,769923,417424,242832,24899,70579,,5988,6736,7284,6881,54144,29783,89940,229,276,,
2001_ALABAMA,ALABAMA,2001,728532,4832946,466150,2879636,1487160,5086045,2656393,1374265,426481,540284,11841,54148,58929,56591,42909,469591,201610,737190,,,,
2001_ALASKA,ALASKA,2001,131985,1325498,229297,732985,363216,1402839,701053,479510,48312,150279,1253,10095,10718,10702,8340,83540,39461,134358,,,,
2001_ARIZONA,ARIZONA,2001,834387,5916342,580043,2729793,2606506,5858385,2538936,1701945,269157,1035457,6624,72119,74270,69643,52162,585206,249920,922180,,,,
2001_ARKANSAS,ARKANSAS,2001,449693,2974588,274406,2135281,564901,2951677,1616883,877225,153300,235346,1623,34981,35216,35372,28849,280237,131418,449805,,,,
2001_CALIFORNIA,CALIFORNIA,2001,6045030,53288943,4280358,31374889,17633696,52082540,26641811,14127664,2570224,6755895,100351,457165,485301,461133,365907,3871843,1745295,6247726,,,,
2001_COLORADO,COLORADO,2001,723696,5372784,292518,2222723,2857543,5727966,2709184,1844900,209212,672080,19516,53079,58028,56540,44912,456561,212989,742145,,,,
2001_CONNECTICUT,CONNECTICUT,2001,537521,6331569,256685,2389572,3685312,5987680,3360042,1748476,231240,385785,11050,41906,44990,43954,34301,357061,160211,570228,,,,
2001_DELAWARE,DELAWARE,2001,112055,1153831,77483,754926,321422,1175717,613955,349525,45976,132922,586,7615,9065,9396,7028,73059,34257,115560,,,,
2001_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2001,68925,1042261,114876,0,927385,1026146,412276,394656,35108,184106,4105,5203,5561,3662,2815,41292,13530,68449,,,,
2001_FLORIDA,FLORIDA,2001,2431884,18467090,1563902,9120855,7782333,18389394,8412975,5514993,1197780,2868679,57038,177225,196952,194250,130613,1563151,703064,2500478,,,,
2001_GEORGIA,GEORGIA,2001,1444937,12271962,758799,5945868,5567295,11853800,6336556,3131291,566956,1620496,33310,111173,116886,112145,75814,930712,395439,1470634,,,,
2001_HAWAII,HAWAII,2001,184360,1682332,140953,1511318,30061,1363164,732512,412203,105505,112944,917,13822,14886,13705,10632,117080,52613,184546,,,,
2001_IDAHO,IDAHO,2001,243926,1571348,123520,964414,483414,1535485,853733,461819,64896,124442,2341,17869,18974,19592,17628,151213,75098,246521,,,,
